"transaction_id";"user_id";"datetime"
228;38;2021-06-12 14:28:55
230;194;2021-06-12 14:29:26
232;228;2021-06-12 14:30:23
234;617;2021-06-12 14:32:55
236;649;2021-06-12 14:33:49
238;633;2021-06-12 14:34:23
240;651;2021-06-12 14:36:19
242;308;2021-06-12 14:37:40
244;652;2021-06-12 14:40:57
246;423;2021-06-12 14:41:22
248;647;2021-06-12 14:43:10
250;641;2021-06-12 14:45:04
252;618;2021-06-12 14:47:05
254;422;2021-06-12 14:47:26
256;645;2021-06-12 14:48:42
258;648;2021-06-12 14:49:14
260;428;2021-06-12 14:50:14
262;654;2021-06-12 14:51:36
264;655;2021-06-12 14:52:39
266;26;2021-06-12 14:53:22
268;293;2021-06-12 14:55:12
270;94;2021-06-12 14:55:38
272;651;2021-06-12 14:57:50
274;632;2021-06-12 14:58:16
276;633;2021-06-12 14:58:37
277;38;2021-06-12 15:00:46
279;496;2021-06-12 15:01:42
281;190;2021-06-12 15:02:07
283;101;2021-06-12 15:03:29
284;604;2021-06-12 15:03:44
286;634;2021-06-12 15:05:42
288;649;2021-06-12 15:06:24
290;650;2021-06-12 15:06:52
292;423;2021-06-12 15:07:56
294;228;2021-06-12 15:08:58
296;210;2021-06-12 15:10:00
298;656;2021-06-12 15:10:56
300;659;2021-06-12 15:11:16
302;658;2021-06-12 15:12:27
304;590;2021-06-12 15:13:50
306;632;2021-06-12 15:14:23
308;617;2021-06-12 15:15:58
310;622;2021-06-12 15:17:16
312;308;2021-06-12 15:18:44
314;150;2021-06-12 15:19:35
316;639;2021-06-12 15:20:14
317;38;2021-06-12 15:21:58
319;143;2021-06-12 15:22:24
321;629;2021-06-12 15:23:19
323;628;2021-06-12 15:24:15
325;661;2021-06-12 15:25:09
327;42;2021-06-12 15:26:05
329;245;2021-06-12 15:26:49
331;662;2021-06-12 15:27:48
333;23;2021-06-12 15:30:25
335;664;2021-06-12 15:31:26
337;648;2021-06-12 15:31:57
339;659;2021-06-12 15:34:08
341;645;2021-06-12 15:34:38
342;210;2021-06-12 15:36:06
344;192;2021-06-12 15:36:55
346;145;2021-06-12 15:37:11
348;438;2021-06-12 15:38:30
349;38;2021-06-12 15:39:38
352;662;2021-06-12 15:47:01
354;485;2021-06-12 15:47:44
356;339;2021-06-12 15:48:08
358;633;2021-06-12 15:49:32
360;552;2021-06-12 15:51:35
362;30;2021-06-12 15:52:53
364;153;2021-06-12 15:53:41
366;647;2021-06-12 15:54:03
368;632;2021-06-12 15:54:48
370;661;2021-06-12 15:55:21
372;665;2021-06-12 15:56:41
374;623;2021-06-12 15:57:53
376;26;2021-06-12 15:58:14
378;652;2021-06-12 15:58:54
380;651;2021-06-12 16:00:59
382;664;2021-06-12 16:02:19
384;664;2021-06-12 16:03:19
386;94;2021-06-12 16:03:30
387;192;2021-06-12 16:08:40
389;194;2021-06-12 16:09:10
393;293;2021-06-12 16:12:33
395;496;2021-06-12 16:13:12
397;228;2021-06-12 16:14:23
399;659;2021-06-12 16:15:08
401;423;2021-06-12 16:16:17
403;7;2021-06-12 16:16:50
405;640;2021-06-12 16:17:34
407;666;2021-06-12 16:21:52
409;667;2021-06-12 16:24:08
411;631;2021-06-12 16:25:46
413;94;2021-06-12 16:26:21
415;495;2021-06-12 16:28:52
417;454;2021-06-12 16:29:30
419;585;2021-06-12 16:30:30
421;535;2021-06-12 16:31:04
423;153;2021-06-12 16:31:58
425;630;2021-06-12 16:32:37
427;647;2021-06-12 16:32:56
429;628;2021-06-12 16:33:35
431;649;2021-06-12 16:34:18
433;639;2021-06-12 16:34:45
435;656;2021-06-12 16:35:15
437;658;2021-06-12 16:35:32
439;69;2021-06-12 16:36:56
441;668;2021-06-12 16:37:53
443;638;2021-06-12 16:38:34
445;94;2021-06-12 16:39:23
447;646;2021-06-12 16:39:50
449;341;2021-06-12 16:40:48
451;173;2021-06-12 16:41:47
452;38;2021-06-12 16:42:56
454;68;2021-06-12 16:44:19
456;662;2021-06-12 16:45:05
458;150;2021-06-12 16:49:19
460;210;2021-06-12 16:52:20
462;145;2021-06-12 16:53:03
463;659;2021-06-12 16:55:19
465;69;2021-06-12 16:56:11
467;671;2021-06-12 16:56:59
469;670;2021-06-12 16:57:54
471;672;2021-06-12 16:58:51
473;20;2021-06-12 16:59:54
475;244;2021-06-12 17:00:40
477;673;2021-06-12 17:01:48
479;38;2021-06-12 17:03:07
481;339;2021-06-12 17:04:04
483;209;2021-06-12 17:05:33
485;667;2021-06-12 17:06:23
487;648;2021-06-12 17:07:40
489;535;2021-06-12 17:08:15
491;644;2021-06-12 17:10:19
493;651;2021-06-12 17:12:45
495;16;2021-06-12 17:13:48
496;68;2021-06-12 17:15:38
498;38;2021-06-12 17:16:41
500;652;2021-06-12 17:17:41
502;94;2021-06-12 17:18:20
504;462;2021-06-12 17:18:58
506;658;2021-06-12 17:20:23
508;504;2021-06-12 17:21:47
510;615;2021-06-12 17:22:34
512;68;2021-06-12 17:24:37
513;38;2021-06-12 17:24:56
515;485;2021-06-12 17:26:23
517;496;2021-06-12 17:27:14
519;667;2021-06-12 17:27:53
521;210;2021-06-12 17:29:00
522;210;2021-06-12 17:30:15
524;210;2021-06-12 17:31:40
526;674;2021-06-12 17:32:09
528;645;2021-06-12 17:33:01
530;504;2021-06-12 17:34:13
533;423;2021-06-12 17:35:07
535;649;2021-06-12 17:37:54
537;666;2021-06-12 17:38:47
539;633;2021-06-12 17:39:19
541;622;2021-06-12 17:40:11
543;16;2021-06-12 17:43:12
545;585;2021-06-12 17:43:27
547;632;2021-06-12 17:44:40
549;7;2021-06-12 17:45:02
551;590;2021-06-12 17:46:06
553;245;2021-06-12 17:49:08
555;634;2021-06-12 17:50:33
557;670;2021-06-12 17:51:25
559;341;2021-06-12 17:52:02
561;659;2021-06-12 17:52:57
563;69;2021-06-12 17:54:05
565;640;2021-06-12 17:54:46
567;662;2021-06-12 17:55:58
569;30;2021-06-12 17:57:03
571;644;2021-06-12 17:57:35
573;669;2021-06-12 17:58:15
575;638;2021-06-12 17:59:07
577;652;2021-06-12 18:00:19
579;658;2021-06-12 18:01:57
581;495;2021-06-12 18:02:39
583;267;2021-06-12 18:06:01
585;679;2021-06-12 18:06:40
977;635;2021-07-03 13:48:07
587;624;2021-06-12 18:08:15
589;7;2021-06-12 18:10:12
590;604;2021-06-12 18:10:27
592;662;2021-06-12 18:11:27
594;663;2021-06-12 18:12:29
596;116;2021-06-12 18:13:18
598;615;2021-06-12 18:13:49
600;238;2021-06-12 18:14:44
602;38;2021-06-12 18:15:09
604;68;2021-06-12 18:16:20
606;652;2021-06-12 18:17:16
608;16;2021-06-12 18:17:51
610;293;2021-06-12 18:18:15
612;680;2021-06-12 18:19:22
614;194;2021-06-12 18:19:45
615;38;2021-06-12 18:21:16
617;654;2021-06-12 18:21:51
619;629;2021-06-12 18:22:19
621;38;2021-06-12 18:22:44
623;341;2021-06-12 18:23:25
625;485;2021-06-12 18:24:19
627;145;2021-06-12 18:24:42
629;644;2021-06-12 18:26:31
631;646;2021-06-12 18:27:47
633;585;2021-06-12 18:28:12
635;585;2021-06-12 18:28:59
637;634;2021-06-12 18:29:12
639;228;2021-06-12 18:29:29
641;617;2021-06-12 18:31:22
642;647;2021-06-12 18:32:25
644;633;2021-06-12 18:32:56
646;684;2021-06-12 18:33:24
648;438;2021-06-12 18:34:52
650;674;2021-06-12 18:35:20
652;392;2021-06-12 18:35:44
654;504;2021-06-12 18:36:05
656;339;2021-06-12 18:36:50
658;568;2021-06-12 18:38:04
660;238;2021-06-12 18:39:02
662;238;2021-06-12 18:39:44
664;590;2021-06-12 18:40:30
666;605;2021-06-12 18:41:15
668;626;2021-06-12 18:41:47
669;38;2021-06-12 18:42:34
671;680;2021-06-12 18:43:01
673;194;2021-06-12 18:44:28
675;158;2021-06-12 18:46:41
677;158;2021-06-12 18:47:23
678;30;2021-06-12 18:48:31
680;118;2021-06-12 18:49:08
682;631;2021-06-12 18:49:25
684;150;2021-06-12 18:49:51
686;659;2021-06-12 18:50:28
688;191;2021-06-12 18:51:35
690;341;2021-06-12 18:52:55
692;210;2021-06-12 18:53:29
694;618;2021-06-12 18:53:56
695;634;2021-06-12 18:55:43
697;640;2021-06-12 18:56:09
699;630;2021-06-12 18:56:35
701;675;2021-06-12 18:57:12
703;651;2021-06-12 18:57:38
705;209;2021-06-12 18:59:30
707;666;2021-06-12 19:01:14
709;633;2021-06-12 19:02:47
711;648;2021-06-12 19:03:43
713;16;2021-06-12 19:04:19
715;639;2021-06-12 19:06:23
717;666;2021-06-12 19:06:47
719;210;2021-06-12 19:07:58
721;94;2021-06-12 19:08:56
723;649;2021-06-12 19:09:36
725;636;2021-06-12 19:10:18
727;679;2021-06-12 19:10:47
729;685;2021-06-12 19:14:08
731;7;2021-06-12 19:15:02
733;667;2021-06-12 19:15:45
735;296;2021-06-12 19:18:10
737;645;2021-06-12 19:19:11
739;38;2021-06-12 19:20:04
741;68;2021-06-12 19:20:52
743;42;2021-06-12 19:21:38
745;668;2021-06-12 19:23:07
747;643;2021-06-12 19:26:06
748;116;2021-06-12 19:26:35
750;552;2021-06-12 19:27:27
752;495;2021-06-12 19:28:19
754;210;2021-06-12 19:29:24
756;38;2021-06-12 19:29:32
758;644;2021-06-12 19:29:49
760;192;2021-06-12 19:30:01
763;664;2021-06-12 19:34:00
765;606;2021-06-12 19:35:29
767;245;2021-06-12 19:36:47
769;568;2021-06-12 19:37:11
771;617;2021-06-12 19:37:36
773;662;2021-06-12 19:39:13
775;647;2021-06-12 19:39:57
777;30;2021-06-12 19:40:13
778;438;2021-06-12 19:41:34
780;118;2021-06-12 19:42:22
782;485;2021-06-12 19:43:42
784;684;2021-06-12 19:44:11
786;658;2021-06-12 19:44:39
788;585;2021-06-12 19:45:16
790;341;2021-06-12 19:45:28
792;245;2021-06-12 19:46:23
794;192;2021-06-12 19:46:32
796;158;2021-06-12 19:46:44
798;296;2021-06-12 19:52:03
800;69;2021-06-12 19:54:07
802;638;2021-06-12 19:56:23
804;454;2021-06-12 19:57:24
806;504;2021-06-12 19:58:14
808;210;2021-06-12 19:59:23
810;462;2021-06-12 19:59:47
812;680;2021-06-12 20:00:20
814;678;2021-06-12 20:01:19
816;684;2021-06-12 20:02:25
818;658;2021-06-12 20:04:19
820;639;2021-06-12 20:06:37
822;38;2021-06-12 20:07:33
824;648;2021-06-12 20:08:13
825;38;2021-06-12 20:08:34
827;646;2021-06-12 20:10:04
829;632;2021-06-12 20:11:45
831;333;2021-06-12 20:14:39
833;652;2021-06-12 20:15:58
835;666;2021-06-12 20:17:13
837;16;2021-06-12 20:18:15
839;662;2021-06-12 20:23:58
841;654;2021-06-12 20:26:58
843;675;2021-06-12 20:27:24
845;655;2021-06-12 20:27:55
847;674;2021-06-12 20:28:17
849;626;2021-06-12 20:28:44
851;680;2021-06-12 20:29:13
853;42;2021-06-12 20:30:40
855;605;2021-06-12 20:31:22
857;341;2021-06-12 20:32:40
859;682;2021-06-12 20:34:12
861;659;2021-06-12 20:35:09
863;606;2021-06-12 20:35:35
865;664;2021-06-12 20:36:56
867;333;2021-06-12 20:39:30
869;143;2021-06-12 20:42:01
871;195;2021-06-12 20:43:56
873;685;2021-06-12 20:46:06
875;68;2021-06-12 20:48:12
878;26;2021-06-12 20:49:18
1075;635;2021-07-03 15:40:42
880;634;2021-06-12 20:50:15
882;16;2021-06-12 20:51:19
884;101;2021-06-12 20:52:31
886;69;2021-06-12 20:57:00
888;26;2021-06-12 20:57:33
890;146;2021-06-12 20:58:11
892;634;2021-06-12 20:58:48
894;296;2021-06-12 21:01:38
896;118;2021-06-12 21:02:24
898;535;2021-06-12 21:03:50
900;686;2021-06-12 21:04:51
902;209;2021-06-12 21:05:58
904;686;2021-06-12 21:07:47
906;632;2021-06-12 21:08:11
908;670;2021-06-12 21:09:15
910;680;2021-06-12 21:09:48
912;590;2021-06-12 21:11:12
914;673;2021-06-12 21:12:15
916;638;2021-06-12 21:12:58
918;666;2021-06-12 21:13:41
920;604;2021-06-12 21:18:33
922;308;2021-06-12 21:19:05
924;631;2021-06-12 21:20:22
926;626;2021-06-12 21:21:28
928;634;2021-06-12 21:25:34
930;659;2021-06-12 21:25:51
932;209;2021-06-12 21:31:58
934;675;2021-06-12 21:33:09
936;635;2021-06-12 21:34:59
938;617;2021-06-12 21:35:48
940;143;2021-06-12 21:37:02
942;116;2021-06-12 21:41:25
944;535;2021-06-12 21:42:12
946;118;2021-06-12 21:43:11
948;585;2021-06-12 21:43:30
950;195;2021-06-16 18:25:35
962;30;2021-06-24 13:41:46
964;30;2021-06-28 14:58:46
966;145;2021-06-29 14:50:59
975;617;2021-07-03 13:41:24
1767;622;2021-09-10 15:19:35
979;622;2021-07-03 13:50:07
981;635;2021-07-03 13:54:08
983;618;2021-07-03 13:56:15
985;143;2021-07-03 13:58:14
987;422;2021-07-03 14:00:37
989;553;2021-07-03 14:02:05
991;245;2021-07-03 14:02:45
993;628;2021-07-03 14:03:33
995;688;2021-07-03 14:05:34
997;689;2021-07-03 14:11:23
999;604;2021-07-03 14:15:18
1001;617;2021-07-03 14:16:10
1003;691;2021-07-03 14:18:24
1005;618;2021-07-03 14:22:07
1007;94;2021-07-03 14:28:02
1009;604;2021-07-03 14:28:33
1011;143;2021-07-03 14:29:09
1013;664;2021-07-03 14:30:48
1015;389;2021-07-03 14:32:19
1017;691;2021-07-03 14:40:21
1018;422;2021-07-03 14:43:19
1020;68;2021-07-03 14:44:37
1022;604;2021-07-03 14:47:10
1024;617;2021-07-03 14:49:08
1026;635;2021-07-03 14:52:09
1028;695;2021-07-03 14:58:16
1030;694;2021-07-03 14:59:02
1032;389;2021-07-03 14:59:52
1034;696;2021-07-03 15:00:53
1036;604;2021-07-03 15:12:38
1038;423;2021-07-03 15:14:08
1040;117;2021-07-03 15:15:20
1042;664;2021-07-03 15:16:26
1044;697;2021-07-03 15:17:12
1046;194;2021-07-03 15:18:43
1048;691;2021-07-03 15:20:04
1050;688;2021-07-03 15:20:37
1052;462;2021-07-03 15:21:05
1053;604;2021-07-03 15:21:50
1055;622;2021-07-03 15:24:46
1057;12;2021-07-03 15:25:37
1059;504;2021-07-03 15:26:40
1061;699;2021-07-03 15:27:34
1063;462;2021-07-03 15:29:41
1065;694;2021-07-03 15:30:25
1067;245;2021-07-03 15:31:25
1069;68;2021-07-03 15:33:01
1071;699;2021-07-03 15:37:09
1073;604;2021-07-03 15:39:55
1077;690;2021-07-03 15:42:50
1078;604;2021-07-03 15:43:45
1080;389;2021-07-03 15:44:05
1082;700;2021-07-03 15:45:01
1084;193;2021-07-03 15:47:11
1086;617;2021-07-03 15:47:41
1088;702;2021-07-03 15:54:23
1090;12;2021-07-03 15:54:44
1091;604;2021-07-03 15:55:49
1093;143;2021-07-03 15:57:52
1095;664;2021-07-03 16:01:14
1097;648;2021-07-03 16:03:18
1099;700;2021-07-03 16:03:56
1101;618;2021-07-03 16:05:36
1103;604;2021-07-03 16:10:28
1105;703;2021-07-03 16:13:00
1107;684;2021-07-03 16:13:38
1109;617;2021-07-03 16:16:26
1111;699;2021-07-03 16:24:42
1113;694;2021-07-03 16:31:44
1115;696;2021-07-03 16:32:07
1117;12;2021-07-03 16:34:07
1118;195;2021-07-03 16:34:28
1120;245;2021-07-03 16:36:36
1122;69;2021-07-03 16:38:26
1124;438;2021-07-03 16:39:16
1126;648;2021-07-03 16:39:41
1127;195;2021-07-03 16:41:46
1129;697;2021-07-03 16:43:42
1131;462;2021-07-03 16:45:49
1133;617;2021-07-03 16:46:11
1135;670;2021-07-03 16:48:32
1137;143;2021-07-03 16:52:12
1139;701;2021-07-03 16:53:47
1141;705;2021-07-03 16:56:52
1143;699;2021-07-03 16:57:25
1145;680;2021-07-03 16:58:44
1147;604;2021-07-03 17:01:47
1149;117;2021-07-03 17:02:20
1151;389;2021-07-03 17:03:12
1153;635;2021-07-03 17:04:24
1155;622;2021-07-03 17:06:00
1157;692;2021-07-03 17:10:02
1159;68;2021-07-03 17:14:56
1161;423;2021-07-03 17:18:00
1163;245;2021-07-03 17:19:20
1165;684;2021-07-03 17:21:05
1167;663;2021-07-03 17:22:14
1169;389;2021-07-03 17:22:54
1171;699;2021-07-03 17:23:20
1173;635;2021-07-03 17:23:43
1175;678;2021-07-03 17:24:46
1177;617;2021-07-03 17:25:04
1179;707;2021-07-03 17:26:11
1181;244;2021-07-03 17:32:46
1183;697;2021-07-03 17:38:22
1185;495;2021-07-03 17:45:52
1187;12;2021-07-03 17:52:19
1189;648;2021-07-03 17:54:32
1191;705;2021-07-03 17:55:08
1193;604;2021-07-03 17:57:07
1195;704;2021-07-03 17:58:44
1197;643;2021-07-03 18:00:18
1199;261;2021-07-03 18:00:52
1201;479;2021-07-03 18:02:50
1203;438;2021-07-03 18:03:10
1205;701;2021-07-03 18:05:30
1206;604;2021-07-03 18:05:51
1208;706;2021-07-03 18:07:22
1210;69;2021-07-03 18:07:57
1212;678;2021-07-03 18:08:46
1214;617;2021-07-03 18:10:03
1216;68;2021-07-03 18:11:25
1218;389;2021-07-03 18:12:58
1220;160;2021-07-03 18:13:40
1222;390;2021-07-03 18:14:18
1224;675;2021-07-03 18:16:15
1226;705;2021-07-03 18:17:25
1228;704;2021-07-03 18:19:03
1230;117;2021-07-03 18:19:41
1235;423;2021-07-03 18:25:14
1237;261;2021-07-03 18:26:40
1239;69;2021-07-03 18:27:21
1241;389;2021-07-03 18:27:53
1243;648;2021-07-03 18:28:32
1245;622;2021-07-03 18:30:31
1247;238;2021-07-03 18:30:57
1249;709;2021-07-03 18:33:30
1251;193;2021-07-03 18:34:24
1253;462;2021-07-03 18:38:11
1255;244;2021-07-03 18:41:24
1257;697;2021-07-03 18:42:47
1259;691;2021-07-03 18:44:17
1261;690;2021-07-03 18:45:53
1263;618;2021-07-03 18:47:01
1265;504;2021-07-03 18:48:29
1267;703;2021-07-03 18:48:47
1269;635;2021-07-03 18:51:53
1366;69;2021-07-03 20:17:53
1271;604;2021-07-03 18:52:18
1273;245;2021-07-03 18:52:51
1275;69;2021-07-03 18:53:35
1277;684;2021-07-03 18:54:05
1279;261;2021-07-03 18:54:55
1281;245;2021-07-03 18:55:18
1283;194;2021-07-03 18:55:52
1286;584;2021-07-03 19:00:00
1288;495;2021-07-03 19:00:26
1290;145;2021-07-03 19:01:43
1292;708;2021-07-03 19:02:26
1294;16;2021-07-03 19:03:38
1296;663;2021-07-03 19:04:27
1297;604;2021-07-03 19:05:38
1299;501;2021-07-03 19:06:45
1301;479;2021-07-03 19:07:35
1303;648;2021-07-03 19:07:58
1305;422;2021-07-03 19:12:25
1307;145;2021-07-03 19:14:53
1310;143;2021-07-03 19:18:52
1312;697;2021-07-03 19:19:45
1314;390;2021-07-03 19:23:02
1316;678;2021-07-03 19:23:27
1318;16;2021-07-03 19:26:49
1320;699;2021-07-03 19:29:03
1322;684;2021-07-03 19:29:48
1324;702;2021-07-03 19:30:44
1326;479;2021-07-03 19:31:50
1328;501;2021-07-03 19:32:30
1330;709;2021-07-03 19:33:49
1332;703;2021-07-03 19:34:40
1334;504;2021-07-03 19:35:22
1336;423;2021-07-03 19:35:54
1338;663;2021-07-03 19:36:58
1340;663;2021-07-03 19:37:34
1342;389;2021-07-03 19:40:06
1344;145;2021-07-03 19:41:38
1346;618;2021-07-03 19:42:30
1348;705;2021-07-03 19:45:07
1351;495;2021-07-03 19:54:48
1353;16;2021-07-03 19:56:05
1355;553;2021-07-03 19:58:08
1357;617;2021-07-03 19:58:25
1360;604;2021-07-03 20:06:49
1362;501;2021-07-03 20:12:26
1364;703;2021-07-03 20:16:15
1368;395;2021-07-03 20:19:09
1370;261;2021-07-03 20:22:07
1372;423;2021-07-03 20:22:49
1374;697;2021-07-03 20:24:01
1376;622;2021-07-03 20:25:27
1378;145;2021-07-03 20:27:39
1380;238;2021-07-03 20:29:18
1382;504;2021-07-03 20:33:00
1384;697;2021-07-03 20:35:00
1386;703;2021-07-03 20:35:16
1388;68;2021-07-03 20:37:43
1390;143;2021-07-03 20:38:27
1392;618;2021-07-03 20:39:45
1394;702;2021-07-03 20:40:26
1396;395;2021-07-03 20:41:16
1398;618;2021-07-03 20:42:03
1400;643;2021-07-03 20:42:50
1402;479;2021-07-03 20:45:40
1404;635;2021-07-03 20:46:38
1405;604;2021-07-03 20:47:45
1406;604;2021-07-03 20:48:01
1409;145;2021-07-03 20:50:57
1411;684;2021-07-03 20:52:15
1413;663;2021-07-03 20:52:32
1415;709;2021-07-03 20:52:49
1418;622;2021-07-03 20:54:40
1420;69;2021-07-03 20:55:18
1422;389;2021-07-03 20:57:27
1424;678;2021-07-03 20:59:02
1426;697;2021-07-03 21:03:13
1428;501;2021-07-03 21:05:48
1430;495;2021-07-03 21:07:28
1432;69;2021-07-03 21:09:26
1433;604;2021-07-03 21:10:23
1434;604;2021-07-03 21:10:32
1436;395;2021-07-03 21:13:10
1438;504;2021-07-03 21:13:38
1440;663;2021-07-03 21:14:21
1442;617;2021-07-03 21:14:34
1444;194;2021-07-03 21:21:16
1446;395;2021-07-03 21:22:04
1448;617;2021-07-03 21:28:09
1450;709;2021-07-03 21:28:26
1452;261;2021-07-03 21:32:06
1454;504;2021-07-03 21:34:56
1456;495;2021-07-03 21:35:59
1458;648;2021-07-03 21:36:24
1460;703;2021-07-03 21:38:31
1462;143;2021-07-03 21:39:30
1464;604;2021-07-03 21:43:31
1762;38;2021-09-10 14:17:11
1467;635;2021-07-03 21:45:07
1470;501;2021-07-03 21:46:13
1473;69;2021-07-03 21:57:18
1477;195;2021-07-04 22:50:02
1480;622;2021-07-13 17:21:51
1482;622;2021-07-15 14:09:06
1484;622;2021-07-15 17:47:10
1488;622;2021-07-20 13:30:32
1491;622;2021-07-21 10:07:32
1493;30;2021-07-21 15:45:24
1495;622;2021-07-21 15:45:39
1505;30;2021-07-22 19:09:30
1507;30;2021-07-29 08:36:47
1509;30;2021-07-29 13:28:50
1511;195;2021-08-08 16:43:58
1513;622;2021-08-09 11:50:21
1515;622;2021-08-09 16:15:45
1517;145;2021-08-16 20:30:20
1518;195;2021-08-18 18:05:03
1519;195;2021-08-18 18:06:14
1521;684;2021-08-26 10:42:54
1522;195;2021-08-30 15:10:15
1524;30;2021-09-01 15:36:44
1526;622;2021-09-01 15:46:22
1528;622;2021-09-01 18:04:57
1529;195;2021-09-03 13:01:14
1547;195;2021-09-03 16:25:58
1548;195;2021-09-03 16:43:54
1551;604;2021-09-05 16:37:10
1553;145;2021-09-05 16:38:53
1555;244;2021-09-05 16:40:15
1557;244;2021-09-05 16:40:56
1559;617;2021-09-05 16:41:42
1561;97;2021-09-05 16:58:51
1563;635;2021-09-05 17:06:45
1565;16;2021-09-05 17:07:36
1567;117;2021-09-05 17:08:18
1569;684;2021-09-05 17:10:04
1572;622;2021-09-05 17:17:25
1574;663;2021-09-05 17:26:16
1576;617;2021-09-05 17:27:11
1579;97;2021-09-05 17:30:24
1581;194;2021-09-05 17:36:53
1583;604;2021-09-05 17:37:18
1585;684;2021-09-05 17:41:31
1587;145;2021-09-05 17:52:37
1589;678;2021-09-05 17:55:26
1591;438;2021-09-05 17:56:23
1593;504;2021-09-05 18:01:20
1595;617;2021-09-05 18:04:52
1597;684;2021-09-05 18:09:52
1599;664;2021-09-05 18:12:29
1601;145;2021-09-05 18:12:41
1603;30;2021-09-05 18:14:33
1605;617;2021-09-05 18:14:49
1607;97;2021-09-05 18:19:10
1609;696;2021-09-05 18:22:13
1611;622;2021-09-05 18:22:59
1613;57;2021-09-05 18:28:48
1615;24;2021-09-05 18:29:56
1617;117;2021-09-05 18:31:37
1619;635;2021-09-05 18:32:25
1621;604;2021-09-05 18:35:40
1623;711;2021-09-05 18:36:01
1625;678;2021-09-05 18:37:58
1627;504;2021-09-05 18:40:09
1629;684;2021-09-05 18:46:29
1631;712;2021-09-05 18:47:06
1633;97;2021-09-05 18:50:15
1635;194;2021-09-05 18:52:27
1637;438;2021-09-05 18:55:10
1639;341;2021-09-05 18:57:31
1640;24;2021-09-05 18:57:57
1642;678;2021-09-05 18:58:54
